defective,scrap_cost_usd,rework_cost_usd,downtime_cost_usd,yield_loss_usd,total_quality_cost_usd,recurrence_90d
false,31.85,9.46,6.74,4.92,52.98,true
true,23.36,2.7,27.52,9.86,63.43,false
false,40.71,21.18,10.75,9.83,82.48,false
true,32.19,9.98,13.66,5.83,61.67,true
true,44.99,27.39,6.37,4.38,83.12,
false,53.94,13.9,13.97,3.56,85.38,false
true,23.61,9.51,22.0,0.0,55.12,
false,60.54,26.38,14.75,0.0,101.67,
false,5.38,28.84,36.18,12.42,82.82,false
false,26.62,19.81,29.21,15.68,91.32,false
false,7.69,11.27,38.43,11.18,68.57,false
false,15.26,22.16,0.0,18.99,56.4,false
false,15.07,11.9,26.97,0.0,53.94,false
false,34.04,16.84,14.47,28.6,93.96,false
false,65.57,10.61,139.01,8.52,223.71,false
false,30.14,15.03,14.18,5.47,64.82,false
false,75.25,0.35,128.29,12.3,216.18,true
false,7.45,10.84,40.71,0.0,59.0,false
true,28.19,26.64,39.93,5.72,100.48,false
false,22.13,29.52,50.18,13.49,115.33,false
true,236.86,19.98,117.36,122.71,496.91,
false,24.04,27.91,22.0,0.0,73.95,false
false,0.0,7.41,20.02,7.73,35.15,false
true,55.32,19.5,26.22,5.3,106.34,true
false,0.0,21.55,25.98,23.36,70.88,true
false,34.68,4.37,9.96,14.81,63.82,false
false,22.93,15.95,22.0,9.17,70.05,false
true,27.65,25.35,20.33,17.79,91.12,false
false,2.09,24.91,41.26,10.62,78.88,false
false,9.09,8.04,19.43,4.62,41.18,true
false,21.52,163.75,9.36,13.53,208.17,
false,10.29,15.3,56.21,0.0,81.81,false
false,61.37,51.61,22.84,0.0,135.82,false
false,33.86,8.43,0.0,0.0,42.29,false
false,109.57,86.33,18.48,9.74,224.13,
false,23.88,16.51,26.0,6.92,73.31,false
true,83.23,24.33,29.93,143.74,281.22,false
false,26.71,11.5,11.8,22.77,72.78,false
false,271.62,73.62,179.92,0.0,525.16,
true,130.31,101.4,44.11,7.71,283.53,true
false,30.92,38.35,6.35,6.31,81.93,
true,55.43,27.67,22.29,16.15,121.53,false
false,10.95,13.29,0.0,14.47,38.71,false
false,21.32,24.34,0.0,0.0,45.65,false
false,10.12,23.94,0.0,11.5,45.56,false
false,48.57,18.42,0.0,11.82,78.81,false
true,57.47,1.73,2.32,15.03,76.55,true
false,1.93,20.38,45.32,3.21,70.84,true
false,3.86,0.0,20.88,14.94,39.67,false
true,29.13,21.13,237.77,52.59,340.63,true
false,36.54,10.31,26.86,2.17,75.88,
false,28.07,30.29,8.63,19.77,86.75,false
false,21.02,8.78,13.52,15.12,58.45,false
false,47.19,40.37,0.0,14.0,101.56,false
false,64.7,75.24,49.72,8.6,198.26,false
true,47.13,19.65,0.0,13.14,79.92,false
true,31.66,26.39,7.13,11.34,76.53,true
false,28.38,13.4,7.09,7.57,56.43,false
true,41.57,7.24,5.31,0.0,54.12,false
false,132.07,73.27,13.42,8.16,226.93,true
false,17.54,28.24,50.29,11.7,107.77,false
false,2.06,0.0,22.0,0.98,25.04,false
false,25.27,36.66,20.07,15.86,97.86,false
false,1.15,22.92,21.79,4.98,50.84,false
false,2.76,14.73,29.21,22.7,69.4,false
false,31.85,20.34,5.62,6.12,63.92,false
false,5.31,12.4,25.29,18.32,61.31,false
false,40.87,10.97,21.55,4.4,77.79,false
false,26.12,9.9,26.76,12.21,74.99,
false,10.08,1.03,20.55,0.0,31.66,false
false,27.95,15.18,10.91,7.78,61.82,true
true,7.75,32.21,11.32,2.6,53.88,
true,55.43,10.72,27.06,14.25,107.45,true
true,35.27,18.43,19.58,0.0,73.29,
false,93.97,59.32,0.0,0.0,153.29,false
false,16.41,19.53,51.66,4.68,92.28,false
false,5.2,24.56,28.0,8.57,66.32,false
false,74.94,25.57,144.43,17.05,261.99,true
false,63.15,12.27,165.49,9.97,250.89,
false,15.83,5.25,39.41,23.78,84.28,
true,42.2,16.36,27.48,7.25,93.3,true
false,8.52,25.52,26.15,7.58,67.76,false
true,29.48,21.42,17.43,17.72,86.05,
false,25.28,15.49,0.0,5.34,46.1,false
false,5.94,29.4,4.02,17.68,57.04,false
false,28.51,11.3,23.59,5.98,69.39,false
true,14.95,35.64,19.84,1.81,72.24,true
false,27.62,23.47,0.0,1.64,52.73,false
false,7.89,6.72,20.55,9.59,44.75,false
false,7.98,20.96,16.33,0.0,45.28,false
false,34.61,4.3,26.23,7.54,72.67,false
false,56.11,22.51,0.0,0.17,78.78,false
false,28.39,7.04,12.06,15.67,63.17,true
false,13.47,31.67,9.04,13.65,67.83,
false,15.36,22.25,33.94,0.0,71.55,true
false,13.15,15.52,23.49,21.45,73.61,true
true,32.06,8.1,53.3,21.84,115.29,false
false,12.35,15.86,0.0,0.0,28.21,false
false,0.58,0.0,14.01,7.95,22.54,false
true,0.0,29.02,0.0,9.66,38.68,false
false,34.38,21.83,36.3,11.54,104.04,false
false,41.55,61.66,17.63,21.36,142.19,true
false,20.15,20.07,22.67,17.6,80.48,false
false,22.54,16.15,7.13,3.9,49.72,false
false,111.11,85.03,12.15,19.14,227.42,true
true,66.78,11.49,32.77,0.0,111.04,false
false,0.0,29.86,9.9,0.0,39.76,false
true,26.54,3.91,13.28,2.42,46.15,
true,6.93,24.87,1.61,13.26,46.68,false
false,43.46,20.89,0.0,0.0,64.35,
false,119.59,65.65,6.01,0.0,191.25,false
false,21.74,21.24,33.67,14.96,91.61,true
true,31.03,0.84,25.0,3.75,60.62,
false,10.86,14.53,32.27,5.2,62.87,
false,24.43,19.54,18.71,11.58,74.26,false
true,41.69,23.26,0.0,0.0,64.95,false
false,0.0,24.85,10.83,14.11,49.79,false
false,11.59,16.82,3.46,1.42,33.29,false
false,30.4,2.59,39.72,2.23,74.94,false
false,14.76,23.21,34.07,2.93,74.98,false
false,28.38,26.52,28.91,17.78,101.59,
false,116.84,93.65,17.41,0.0,227.9,false
false,154.23,53.18,2.51,0.0,209.91,false
false,48.68,9.03,6.23,0.0,63.95,true
false,12.14,26.38,17.04,2.45,58.01,false
false,18.87,0.0,10.84,15.26,44.97,false
true,31.71,9.75,32.77,0.0,74.23,false
false,2.24,32.73,0.0,17.41,52.38,false
false,19.23,5.4,36.47,2.03,63.14,false
false,37.37,0.0,9.07,0.0,46.44,false
false,5.27,27.59,26.18,0.0,59.04,true
false,45.61,33.04,0.0,0.0,78.65,false
false,8.69,15.65,15.92,7.78,48.04,true
false,36.59,1.17,22.0,3.67,63.44,false
false,22.6,12.11,9.29,23.04,67.04,true
true,35.41,26.87,15.32,6.27,83.88,false
false,67.6,22.44,0.0,0.0,90.04,false
false,12.39,20.73,22.0,6.52,61.63,true
false,174.45,53.79,2.17,3.54,233.95,false
false,40.93,5.61,27.63,16.52,90.68,
false,232.67,32.29,235.66,5.0,505.62,false
false,36.5,14.34,33.28,0.0,84.12,false
true,19.72,15.25,24.99,10.91,70.87,true
false,13.78,5.18,30.69,28.22,77.88,true
false,23.66,29.18,0.0,13.16,66.0,true
true,39.21,17.68,35.05,14.89,106.82,true
false,19.14,17.0,5.33,13.97,55.44,false
false,30.03,29.32,7.35,9.85,76.55,
false,14.68,33.87,0.0,14.36,62.91,true
false,29.54,0.18,13.01,0.0,42.74,
false,35.69,11.84,7.98,0.4,55.9,false
true,40.07,16.68,13.28,8.54,78.58,false
false,3.9,43.23,28.89,13.45,89.46,false
false,9.88,6.83,1.33,5.88,23.92,false
true,29.55,29.78,4.78,10.02,74.13,
false,111.54,69.46,22.97,21.25,225.22,false
false,16.66,21.12,9.22,3.18,50.18,false
false,0.0,23.88,0.0,8.53,32.41,false
false,25.82,23.47,11.17,13.35,73.81,false
false,56.36,21.78,0.0,2.67,80.81,
true,1.62,18.23,38.01,9.23,67.08,true
false,17.35,25.28,29.91,10.05,82.58,false
false,27.95,5.84,43.12,7.4,84.31,false
false,8.18,14.96,54.32,15.18,92.64,false
false,51.57,201.57,16.53,15.79,285.46,false
false,103.56,61.91,8.36,0.0,173.83,
true,22.62,37.66,7.96,9.26,77.5,false
true,67.24,7.04,3.43,2.07,79.77,
false,292.14,29.46,203.02,187.24,711.85,
true,23.14,18.92,35.55,11.82,89.42,true
false,29.12,24.74,12.04,8.0,73.9,true
false,36.98,8.28,0.81,5.15,51.22,false
false,20.33,7.96,27.92,1.46,57.66,false
false,28.51,1.96,26.18,11.31,67.95,false
false,0.0,22.52,2.97,10.08,35.57,false
false,32.4,31.54,19.75,28.91,112.6,false
true,9.7,38.25,12.69,22.84,83.49,false
false,76.66,69.21,0.0,3.49,149.36,
false,25.62,12.8,28.0,15.01,81.44,false
false,60.89,0.0,21.79,0.0,82.67,false
false,4.94,25.39,12.85,8.44,51.62,false
false,0.92,16.44,29.86,2.39,49.6,false
false,99.32,25.33,152.98,25.22,302.84,false
true,12.65,18.26,24.16,4.81,59.89,true
false,9.4,15.42,17.44,24.29,66.55,true
true,55.87,14.06,14.27,5.71,89.9,false
false,10.31,6.71,9.81,3.25,30.09,false
false,5.11,18.34,7.2,2.3,32.96,false
false,0.0,10.82,24.29,15.09,50.19,false
false,21.07,0.0,6.65,14.14,41.86,false
false,1.05,27.39,24.73,0.0,53.17,false
false,14.79,9.1,22.0,0.0,45.89,false
false,131.0,71.3,11.39,5.88,219.57,false
false,11.11,12.54,2.99,4.06,30.71,
false,40.87,16.56,22.7,7.88,88.01,false
false,21.19,16.06,0.83,13.67,51.76,false
false,7.17,19.77,16.2,5.14,48.27,
false,59.99,13.12,4.95,6.57,84.62,false
false,46.1,4.68,18.46,9.1,78.34,true
false,154.22,38.86,34.81,4.07,231.96,true
false,164.99,10.37,64.63,5.02,245.02,true
false,5.48,20.25,10.67,28.07,64.47,false
false,140.15,71.57,49.38,15.06,276.17,false
false,23.72,19.41,17.57,8.69,69.39,false
false,1.21,9.05,41.88,0.0,52.15,false
false,47.63,0.0,12.77,18.16,78.56,false
false,100.6,80.5,4.52,15.69,201.31,false
false,3.12,15.41,6.53,0.0,25.06,false
false,7.4,26.46,15.52,14.2,63.58,false
true,24.75,10.19,13.79,4.84,53.58,
false,3.59,12.19,38.17,9.04,62.98,false
false,38.39,2.67,22.0,1.83,64.9,false
true,5.75,19.85,37.31,11.06,73.97,false
true,5.33,22.89,16.01,15.95,60.18,
false,0.0,17.46,13.68,1.41,32.56,false
false,22.09,6.86,1.72,6.41,37.09,
false,31.18,1.15,24.55,24.38,81.26,false
false,15.7,30.14,16.56,3.77,66.17,
false,23.25,28.05,37.18,20.0,108.48,true
false,19.89,19.49,0.0,0.59,39.97,false
false,41.16,27.61,20.21,13.2,102.18,true
false,25.79,16.85,0.0,6.85,49.48,
true,27.04,4.38,0.0,12.65,44.07,false
true,9.84,22.97,41.78,9.72,84.29,false
false,4.56,37.33,1.14,16.42,59.45,false
false,11.86,3.11,23.64,13.77,52.37,
true,0.0,23.17,217.88,51.97,293.01,false
false,14.67,34.84,24.46,3.26,77.22,false
false,4.05,21.64,30.94,13.75,70.38,
false,34.94,20.7,19.36,4.78,79.77,true
false,32.51,3.03,18.3,0.0,53.84,true
false,21.86,16.95,30.49,6.95,76.26,false
false,29.57,13.88,16.01,0.0,59.46,
false,48.75,35.47,15.57,0.0,99.79,false
false,94.59,4.08,198.96,10.97,308.61,false
false,138.49,83.1,0.0,6.82,228.4,
false,42.26,19.46,49.02,0.0,110.74,false
false,7.75,14.33,11.42,10.75,44.25,
false,11.63,11.7,14.38,4.84,42.55,true
false,24.54,7.87,15.38,11.92,59.71,true
false,0.0,3.73,10.09,5.23,19.05,false
true,38.18,17.54,7.16,10.89,73.77,false
false,40.7,6.85,27.77,7.66,82.98,
false,36.72,21.01,23.35,2.99,84.08,false
false,53.19,86.92,10.66,0.0,150.77,false
false,2.81,7.55,2.48,13.33,26.17,false
false,42.97,13.15,2.19,16.14,74.45,false
false,43.14,27.22,35.51,7.92,113.79,
false,28.12,17.53,27.26,3.86,76.78,false
false,37.8,10.59,41.74,0.0,90.13,false
true,26.6,9.54,45.85,12.45,94.43,
true,48.16,19.5,3.53,35.42,106.62,
false,7.5,18.77,19.69,16.65,62.62,false
false,99.46,26.11,19.93,161.68,307.18,false
false,65.35,12.49,167.45,20.41,265.71,false
false,25.55,0.01,28.47,0.0,54.02,false
false,71.66,14.21,166.3,0.0,252.17,false
false,18.22,9.09,26.68,0.0,53.98,false
true,100.87,91.41,27.73,7.44,227.44,false
false,23.87,16.32,0.0,13.1,53.3,false
false,126.59,64.61,41.2,9.51,241.91,false
false,30.53,0.0,8.68,3.18,42.38,
false,23.33,12.87,36.96,12.58,85.75,false
true,36.38,24.97,6.07,10.97,78.39,false
false,67.94,17.39,0.0,0.47,85.8,false
true,36.39,30.74,10.65,18.5,96.27,false
false,46.4,16.84,30.23,11.35,104.82,false
false,34.32,32.43,9.1,0.0,75.85,false
false,24.44,29.93,9.95,12.19,76.52,false
false,4.23,20.39,5.6,10.94,41.16,false
false,7.76,18.09,26.16,14.61,66.61,true
false,0.0,0.0,36.79,3.2,39.99,false
false,2.73,10.23,0.0,0.0,12.96,false
false,0.0,0.0,46.26,0.0,46.26,false
false,3.24,22.74,195.2,55.27,276.45,false
false,5.41,12.91,12.32,12.03,42.67,true
false,25.53,19.48,13.47,6.95,65.44,false
false,29.76,27.56,30.26,24.69,112.26,true
false,89.58,82.78,3.34,10.14,185.84,false
false,0.0,11.77,27.89,16.58,56.23,true
false,28.97,7.46,34.92,1.35,72.69,false
false,2.38,14.21,7.9,20.53,45.02,false
false,22.96,19.29,16.97,9.83,69.05,false
false,71.87,94.92,19.17,21.47,207.43,true
false,26.62,33.61,5.11,4.78,70.12,false
false,32.06,14.95,37.17,9.15,93.34,false
false,30.12,0.0,21.48,10.86,62.46,false
false,4.85,15.05,16.66,4.28,40.84,false
false,26.03,9.1,1.25,7.8,44.17,false
false,5.33,17.09,4.79,0.0,27.21,false
false,45.71,18.17,20.07,19.27,103.21,false
false,53.81,16.86,35.24,3.47,109.38,false
false,3.31,8.14,45.14,6.11,62.7,false
false,12.52,6.72,7.35,12.73,39.32,true
false,13.34,21.21,15.07,12.09,61.72,true
false,29.53,5.44,55.87,5.58,96.43,false
false,20.62,20.87,11.91,10.58,63.98,false
false,15.92,23.39,12.75,0.24,52.3,false
false,0.0,0.0,6.6,8.64,15.24,false
false,50.21,29.94,9.03,11.2,100.37,false
false,41.73,25.7,23.08,16.95,107.46,false
false,121.82,89.24,0.57,4.7,216.32,false
false,174.57,49.68,4.74,8.09,237.08,false
false,3.31,6.03,10.57,12.71,32.62,false
true,9.44,9.77,24.2,4.11,47.51,true
false,7.2,8.64,14.63,4.44,34.91,false
true,22.01,17.47,1.94,0.0,41.43,false
false,19.99,5.33,11.94,6.41,43.68,
false,18.49,21.15,12.24,6.53,58.41,false
false,44.74,0.0,38.48,5.87,89.09,false
true,22.06,4.37,22.0,18.98,67.42,
false,34.32,12.86,6.31,19.86,73.34,true
false,7.55,6.71,1.51,23.0,38.77,false
false,22.0,14.78,5.5,15.51,57.79,false
false,25.87,0.47,18.21,1.69,46.24,true
false,14.22,22.76,0.58,5.49,43.05,
false,23.3,13.14,13.15,0.0,49.58,false
true,45.43,23.44,41.57,8.34,118.78,false
true,61.24,18.73,24.11,10.42,114.5,
false,0.0,2.48,27.66,0.0,30.13,false
false,6.66,10.35,5.96,12.64,35.61,false
false,0.0,20.82,19.55,0.0,40.37,false
true,32.46,5.24,18.07,0.0,55.77,
false,47.36,18.71,15.16,12.1,93.33,true
true,41.04,0.0,5.86,3.89,50.8,false
false,12.49,0.0,28.13,10.76,51.38,false
false,31.21,20.28,9.03,13.0,73.52,false
false,10.75,2.71,5.96,0.0,19.42,false
false,19.08,21.77,44.75,13.44,99.04,false
true,0.0,12.46,5.76,0.0,18.22,false
false,35.02,17.82,22.0,2.62,77.46,false
true,83.08,79.08,13.09,13.93,189.19,false
false,23.3,13.39,6.38,14.92,58.0,false
false,30.62,9.72,11.47,4.41,56.23,false
false,11.37,12.7,10.41,11.52,46.0,true
false,24.56,5.05,16.79,1.64,48.04,false
false,13.08,8.76,5.41,12.9,40.14,false
false,38.77,5.63,18.7,4.62,67.71,false
false,44.7,27.72,45.76,14.02,132.19,false
false,4.21,1.54,27.86,22.46,56.06,false
false,37.66,32.98,27.65,18.87,117.16,false
false,99.54,100.44,35.07,15.64,250.69,false
false,18.1,0.0,23.78,15.23,57.11,false
false,12.71,17.95,21.36,4.09,56.1,true
true,17.75,24.35,31.06,10.52,83.68,true
false,9.56,27.84,14.53,4.68,56.62,true
false,21.41,0.0,16.77,0.0,38.18,
false,40.76,12.41,37.81,15.95,106.92,false
false,60.39,17.12,19.84,24.95,122.3,true
true,39.89,30.62,15.16,16.81,102.48,false
false,44.55,18.12,6.75,0.0,69.43,true
false,22.08,20.51,5.04,16.97,64.61,false
false,0.0,12.54,9.23,15.63,37.4,false
true,0.0,11.42,9.25,7.57,28.24,
true,45.41,0.92,25.74,9.66,81.72,true
false,0.53,4.6,6.44,15.11,26.68,false
false,107.88,74.14,2.76,10.6,195.38,false
false,21.0,9.56,8.33,1.02,39.92,
false,8.32,12.42,20.23,11.45,52.43,false
false,115.93,62.72,0.0,12.54,191.19,false
false,14.28,13.89,19.37,13.0,60.54,false
false,0.0,23.38,17.09,2.95,43.42,false
false,13.91,19.09,33.05,6.52,72.56,false
true,13.58,6.28,16.77,17.6,54.23,
false,302.8,5.69,300.21,164.53,773.23,false
false,30.1,11.31,29.76,0.0,71.18,false
false,21.86,16.5,18.04,15.03,71.44,false
false,2.54,18.24,17.58,26.85,65.21,false
false,36.63,10.11,7.14,0.0,53.87,false
false,41.98,6.46,35.17,19.24,102.86,false
true,8.53,17.48,22.82,26.6,75.43,true
true,218.88,0.0,165.64,17.74,402.27,false
false,24.25,10.69,40.7,1.04,76.69,false
false,12.3,27.98,65.16,19.42,124.87,false
false,2.36,15.78,17.38,15.25,50.78,false
false,9.52,17.2,0.0,8.69,35.4,false
false,53.54,10.18,8.16,0.0,71.88,false
false,0.0,31.55,39.1,9.04,79.69,false
false,4.36,2.05,36.82,0.0,43.24,false
false,9.31,10.44,27.13,8.79,55.68,false
false,7.64,35.14,23.03,12.11,77.93,true
false,30.72,30.45,0.02,0.0,61.2,false
false,7.53,18.93,3.3,6.01,35.77,false
false,4.25,16.86,0.44,0.0,21.55,true
false,133.07,31.42,0.0,9.14,173.63,
false,14.56,32.82,12.53,24.14,84.04,false
false,34.91,8.46,20.26,15.13,78.75,true
false,34.61,17.73,16.2,4.11,72.65,false
false,16.36,9.22,16.83,7.6,50.01,false
true,22.63,5.55,3.59,16.26,48.03,
false,31.25,6.51,50.97,0.0,88.74,false
true,14.87,14.42,0.0,8.21,37.5,true
false,3.12,15.03,2.49,0.0,20.65,false
false,8.4,11.85,10.01,11.53,41.8,false
false,18.77,18.41,53.51,19.91,110.61,false
false,27.22,24.14,26.71,3.89,81.97,false
false,32.28,31.49,15.91,11.51,91.19,
false,0.0,10.08,21.33,4.63,36.04,false
false,20.43,31.62,24.54,0.86,77.45,false
false,3.66,11.03,0.0,8.14,22.82,false
false,16.08,24.84,0.0,23.92,64.84,false
false,51.22,0.0,18.08,7.88,77.17,false
false,42.96,8.68,4.64,7.24,63.53,false
false,0.0,32.4,30.92,2.35,65.67,false
false,0.0,16.13,21.42,2.07,39.62,false
true,5.92,35.13,3.19,12.03,56.27,true
true,37.02,16.38,42.43,0.0,95.83,
false,40.02,10.02,39.19,7.7,96.94,false
false,16.74,29.56,20.61,0.0,66.92,
false,14.31,0.0,10.5,0.0,24.82,false
true,3.95,27.65,15.99,2.12,49.71,
true,19.54,21.74,13.62,28.05,82.95,
false,29.1,12.97,13.67,0.0,55.74,false
true,50.47,9.97,22.0,17.97,100.42,true
false,32.93,20.67,11.19,2.85,67.64,false
false,10.75,17.33,5.93,0.0,34.01,false
false,40.54,11.53,11.5,9.72,73.29,false
false,45.53,8.28,18.98,11.19,83.98,
true,59.03,21.76,17.85,25.54,124.18,true
false,17.19,9.06,4.79,6.98,38.02,false
false,15.59,26.63,24.72,8.58,75.52,false
false,18.17,18.61,13.37,13.93,64.08,true
false,34.38,8.37,50.0,6.12,98.87,false
true,13.71,31.85,51.48,0.84,97.88,false
false,10.44,4.77,37.55,0.0,52.76,true
false,0.0,0.0,7.8,2.64,10.45,false
false,67.39,75.64,6.44,14.52,163.99,true
false,59.47,0.0,11.84,7.32,78.63,false
false,36.25,15.38,23.31,1.94,76.88,true
false,15.06,24.99,25.23,18.56,83.85,true
true,37.5,24.7,40.93,14.17,117.31,false
false,47.3,13.64,25.26,0.0,86.2,false
false,38.86,0.0,14.88,21.43,75.17,false
true,47.74,29.92,23.17,10.39,111.22,
false,0.0,20.64,7.57,8.25,36.47,true
false,11.85,18.84,67.99,8.4,107.08,false
false,77.06,8.9,25.8,138.37,250.13,true
false,5.23,22.67,1.45,11.23,40.58,
false,34.68,0.0,34.62,33.2,102.49,
false,48.61,16.29,4.95,0.0,69.85,false
true,113.13,300.18,7.89,6.0,427.19,
false,121.45,90.4,26.31,3.73,241.9,false
false,77.41,76.58,5.58,2.06,161.62,false
false,37.26,18.86,28.03,3.26,87.4,false
false,61.6,80.4,11.45,23.95,177.4,false
false,23.93,18.12,11.76,15.95,69.76,true
false,108.41,51.93,35.2,0.0,195.54,false
true,40.37,26.32,21.13,9.82,97.64,false
false,210.7,13.75,103.27,8.54,336.26,false
true,43.49,16.11,8.63,14.06,82.29,
false,33.33,20.9,12.88,12.26,79.37,false
true,232.69,23.87,173.1,14.63,444.29,false
true,13.06,6.28,6.61,16.82,42.76,false
false,9.73,16.31,19.05,27.68,72.77,false
false,26.52,5.25,0.0,18.73,50.5,false
true,6.4,18.02,33.77,12.98,71.18,
true,19.03,8.79,49.9,19.04,96.76,false
true,36.94,15.91,26.88,0.0,79.73,
true,9.86,17.02,1.35,10.13,38.37,
false,46.31,5.88,13.56,1.56,67.3,
false,11.53,7.84,11.13,13.4,43.89,false
false,14.85,0.0,25.0,22.3,62.15,
false,0.0,7.38,2.21,3.0,12.6,false
false,18.76,12.16,8.74,5.11,44.76,false
false,0.0,18.88,21.47,5.95,46.3,false
false,16.21,7.95,21.88,0.0,46.04,false
false,49.43,16.91,15.31,0.0,81.65,false
false,15.04,4.54,19.39,6.63,45.6,false
false,6.15,12.66,22.43,17.46,58.7,false
true,0.0,20.06,23.12,1.73,44.91,false
false,21.02,35.27,13.32,16.55,86.16,false
false,7.95,23.28,33.63,0.0,64.86,false
false,93.75,77.64,30.45,20.49,222.34,false
false,136.13,75.21,8.05,8.33,227.71,true
false,0.0,7.07,24.48,22.6,54.14,false
false,45.8,0.0,26.84,9.86,82.5,false
false,22.14,19.95,12.61,18.27,72.96,false
false,116.37,75.0,7.24,3.52,202.13,false
false,30.44,201.34,28.0,22.27,282.05,false
true,0.0,13.78,35.4,10.53,59.71,true
false,131.99,51.73,29.55,10.32,223.58,false
false,42.26,26.75,16.96,8.74,94.71,false
false,2.38,23.26,43.56,5.99,75.2,true
false,113.28,70.9,0.0,16.11,200.29,true
false,0.0,11.52,37.09,4.82,53.44,false
true,119.62,73.2,9.24,0.26,202.32,false
false,0.0,9.03,19.65,7.37,36.04,true
true,7.41,14.35,42.2,19.77,83.72,
false,37.67,3.82,6.87,20.41,68.78,false
false,11.92,12.12,23.93,21.27,69.23,false
true,0.0,5.19,4.49,7.92,17.61,false
false,11.13,13.92,0.0,0.0,25.05,false
false,12.11,14.17,25.61,1.68,53.56,false
true,13.21,34.0,32.15,22.98,102.33,false
false,22.24,13.97,0.0,7.62,43.84,false
false,35.34,12.62,0.47,0.42,48.85,
false,14.21,16.88,1.01,2.58,34.68,
false,26.39,0.0,5.55,3.0,34.94,false
false,12.14,28.61,34.26,5.0,80.02,false
false,97.21,41.42,9.09,20.76,168.48,
false,37.23,30.72,10.09,0.2,78.25,false
false,32.17,7.04,30.88,17.57,87.66,false
false,36.43,19.54,0.0,8.12,64.08,false
false,22.35,30.27,9.86,9.72,72.21,false
false,12.88,0.0,26.23,15.61,54.73,false
false,20.85,35.1,23.44,15.28,94.67,false
false,23.59,19.54,8.17,3.34,54.64,false
false,35.48,7.77,14.05,0.0,57.31,
false,0.0,0.0,4.05,15.79,19.84,false
false,0.0,21.7,0.0,5.12,26.82,false
false,34.77,13.43,9.42,7.83,65.46,false
false,38.62,3.95,21.83,4.78,69.18,true
false,93.9,71.52,16.35,16.5,198.27,false
false,36.09,13.42,6.25,10.0,65.76,false
true,20.19,19.52,7.38,0.0,47.09,
false,125.08,45.89,19.28,1.16,191.42,true
false,0.0,3.78,38.3,10.12,52.2,false
false,214.62,6.61,107.77,169.82,498.82,false
false,29.15,23.16,0.0,20.75,73.06,
false,13.92,0.0,15.36,7.13,36.4,false
false,0.77,25.68,9.33,16.08,51.86,true
false,82.18,22.73,2.97,11.31,119.2,false
false,174.99,84.34,15.69,24.57,299.59,false
false,32.66,12.77,22.09,12.63,80.16,false
false,38.85,16.62,28.65,18.16,102.28,true
true,301.15,29.13,77.03,8.83,416.14,false
false,22.17,35.69,170.7,53.03,281.59,false
false,8.19,23.45,35.78,4.99,72.41,false
false,19.67,20.16,21.7,0.0,61.53,false
false,39.88,18.13,6.6,18.49,83.1,false
true,19.28,10.14,15.77,29.04,74.23,false
false,0.97,18.48,20.46,12.53,52.44,false
false,80.41,11.02,338.75,48.03,478.2,false
false,26.81,32.07,6.44,1.04,66.36,false
false,59.35,25.2,147.73,8.84,241.11,false
true,16.07,19.89,24.27,13.84,74.07,
false,15.86,22.76,13.76,0.0,52.37,false
false,14.5,8.3,5.88,10.1,38.78,
true,33.86,11.69,4.57,4.43,54.55,
false,33.95,30.88,21.69,4.04,90.55,true
false,121.83,83.39,23.45,18.84,247.51,true
false,138.0,58.38,53.77,12.54,262.7,true
false,13.82,25.16,0.0,11.18,50.15,
false,30.89,0.59,22.04,14.12,67.64,false
false,17.15,11.02,5.73,13.55,47.45,false
false,4.17,34.56,4.52,13.81,57.06,true
false,64.54,16.6,157.33,6.94,245.4,false
false,81.15,10.41,151.95,18.38,261.89,true
false,38.02,25.29,1.82,10.24,75.37,false
false,26.49,0.0,0.0,6.98,33.47,false
false,13.78,22.01,22.52,8.02,66.33,false
false,24.42,10.1,15.75,5.26,55.53,false
true,2.73,22.34,19.97,22.22,67.26,false
false,16.04,25.44,28.89,12.2,82.57,true
false,56.96,21.94,31.29,15.23,125.42,
false,12.54,28.93,1.69,10.67,53.83,false
false,6.64,21.32,14.9,19.34,62.2,false
false,41.36,4.32,10.3,6.4,62.38,false
true,45.59,1.2,22.0,9.94,78.73,
false,34.11,24.61,11.83,12.39,82.94,false
false,40.45,29.31,31.06,0.0,100.81,true
false,29.79,28.81,23.38,4.47,86.46,false
false,7.71,19.18,11.78,4.93,43.61,
true,17.42,11.64,28.84,24.72,82.62,true
false,3.29,5.2,8.67,3.47,20.63,false
false,15.49,19.36,31.82,3.84,70.52,false
true,42.29,6.81,7.82,9.55,66.47,
false,203.21,15.61,107.25,128.7,454.76,true
false,1.39,5.04,19.65,14.64,40.72,
true,5.24,21.23,37.91,4.28,68.66,false
false,45.06,23.17,12.9,0.0,81.13,true
false,1.53,9.57,5.03,8.98,25.1,false
false,190.28,18.51,82.35,5.93,297.07,false
true,35.55,18.4,4.67,11.42,70.04,false
false,54.87,9.83,34.99,20.5,120.19,false
true,22.71,20.6,14.85,7.21,65.37,false
false,26.78,13.69,21.86,2.04,64.37,false
false,7.19,27.54,12.72,18.34,65.79,false
true,57.09,12.25,221.45,43.69,334.47,true
false,24.17,13.77,42.03,0.0,79.97,false
false,27.57,19.63,21.26,7.88,76.34,false
false,19.78,21.18,17.68,4.73,63.38,false
false,11.43,26.67,12.95,5.44,56.49,false
false,64.41,76.96,19.63,4.0,165.0,false
