batch_date,product_line,raw_material_supplier,shift,batch_size_units,operator,machine_id,planned_cycle_time_min,material_grade,humidity_pct,temperature_c,rush_order
2024-03-16,Line D,Supplier 4,evening,509,Operator 8,Machine 6,36.29,premium,66.87,24.92,false
2025-07-17,Line B,Supplier 3,day,253,Operator 6,Machine 3,19.98,premium,49.61,7.22,false
2025-04-14,Line A,Supplier 4,day,395,Operator 6,Machine 6,40.11,premium,42.4,29.2,false
2024-06-14,Line A,Supplier 3,night,974,Operator 2,Machine 6,38.63,premium,75.23,22.49,true
2025-06-15,Line A,Supplier 2,night,867,Operator 6,Machine 3,54.03,premium,50.78,10.94,false
2025-03-31,Line D,Supplier 3,day,343,Operator 4,Machine 1,41.14,premium,32.12,29.59,true
2025-01-02,Line D,Supplier 5,night,553,Operator 6,Machine 6,45.85,standard,69.15,23.06,false
2024-01-17,Line D,Supplier 2,evening,789,Operator 4,Machine 2,25.19,premium,55.06,11.24,false
2024-12-09,Line D,Supplier 5,night,91,Operator 8,Machine 5,40.89,premium,45.4,29.5,false
2025-10-23,Line A,Supplier 5,night,674,Operator 6,Machine 5,18.61,premium,53.69,27.27,true
2025-10-22,Line A,Supplier 3,day,777,Operator 8,Machine 5,26.48,premium,48.69,22.4,false
2025-12-14,Line B,Supplier 1,night,944,Operator 2,Machine 3,31.84,standard,69.43,23.99,true
2025-07-19,Line B,Supplier 1,night,661,Operator 4,Machine 1,44.65,standard,56.35,24.81,false
2025-09-01,Line A,Supplier 3,night,505,Operator 3,Machine 6,13.59,premium,48.08,21.64,true
2025-08-04,Line B,Supplier 1,evening,953,Operator 2,Machine 1,42.84,premium,25.35,32.22,false
2025-08-30,Line C,Supplier 3,night,683,Operator 6,Machine 5,19.21,standard,53.69,27.95,false
2024-08-14,Line B,Supplier 3,day,510,Operator 5,Machine 6,44.18,premium,51.11,31.12,false
2024-06-04,Line A,Supplier 3,day,50,Operator 5,Machine 5,59.95,premium,63.71,25.88,false
2025-07-22,Line B,Supplier 2,day,543,Operator 3,Machine 2,36.66,premium,56.91,15.47,false
2024-09-03,Line B,Supplier 2,night,694,Operator 3,Machine 2,49.34,premium,71.67,29.14,false
2025-01-26,Line B,Supplier 3,evening,1524,Operator 2,Machine 2,5.0,standard,67.54,16.61,false
2025-10-29,Line A,Supplier 3,evening,50,Operator 3,Machine 6,14.17,standard,58.57,25.55,true
2025-02-24,Line A,Supplier 1,night,777,Operator 8,Machine 2,31.4,premium,40.98,20.0,true
2025-06-20,Line A,Supplier 4,evening,50,Operator 8,Machine 5,45.31,premium,34.08,7.0,true
2024-12-08,Line A,Supplier 3,day,378,Operator 8,Machine 5,28.64,premium,55.39,21.53,false
2025-06-05,Line A,Supplier 1,evening,180,Operator 4,Machine 6,38.43,premium,39.69,27.57,false
2025-09-05,Line A,Supplier 4,night,336,Operator 2,Machine 1,21.21,standard,55.56,16.51,false
2025-09-14,Line A,Supplier 3,night,626,Operator 3,Machine 3,28.28,premium,48.41,21.22,false
2025-11-04,Line A,Supplier 4,day,741,Operator 8,Machine 3,23.53,premium,71.85,26.63,false
2025-11-27,Line A,Supplier 1,evening,480,Operator 2,Machine 5,38.96,standard,63.34,29.81,false
2024-11-20,Line A,Supplier 3,day,669,Operator 2,Machine 4,39.02,premium,40.36,24.68,false
2025-10-19,Line B,Supplier 5,day,392,Operator 5,Machine 5,48.9,standard,51.64,24.53,false
2025-10-14,Line A,Supplier 5,day,702,Operator 5,Machine 2,35.26,premium,39.32,17.57,false
2025-07-28,Line B,Supplier 4,night,50,Operator 1,Machine 4,39.55,premium,49.73,27.6,false
2025-03-11,Line A,Supplier 1,night,676,Operator 7,Machine 1,38.08,standard,58.85,26.58,true
2025-10-09,Line A,Supplier 1,night,50,Operator 6,Machine 6,24.57,premium,60.92,14.2,false
2024-08-23,Line C,Supplier 1,day,227,Operator 2,Machine 3,30.44,premium,28.72,16.71,false
2024-11-09,Line C,Supplier 2,day,1169,Operator 2,Machine 3,42.65,standard,53.26,33.87,false
2025-05-04,Line D,Supplier 1,night,408,Operator 5,Machine 2,31.55,premium,25.83,29.55,false
2025-04-29,Line B,Supplier 3,night,1066,Operator 2,Machine 2,26.05,standard,20.0,23.57,false
2024-01-02,Line C,Supplier 4,day,833,Operator 2,Machine 2,40.23,premium,47.44,23.88,false
2025-12-06,Line A,Supplier 3,day,313,Operator 2,Machine 5,28.07,premium,62.24,22.97,false
2024-01-21,Line D,Supplier 1,evening,559,Operator 3,Machine 6,52.12,premium,37.9,12.2,false
2024-05-02,Line D,Supplier 3,day,50,Operator 8,Machine 4,18.85,premium,26.57,25.87,false
2025-10-13,Line D,Supplier 2,night,879,Operator 7,Machine 2,39.12,standard,63.36,18.25,true
2024-11-26,Line D,Supplier 5,day,369,Operator 4,Machine 1,28.58,premium,27.5,24.46,false
2024-06-04,Line D,Supplier 3,day,570,Operator 4,Machine 6,23.06,premium,26.41,9.74,false
2024-04-08,Line A,Supplier 2,day,736,Operator 1,Machine 2,32.0,premium,48.11,17.99,false
2025-09-14,Line B,Supplier 3,night,651,Operator 5,Machine 6,11.09,premium,33.06,15.73,false
2024-08-20,Line B,Supplier 3,night,275,Operator 2,Machine 5,32.39,premium,61.93,21.71,false
2024-08-08,Line A,Supplier 1,night,226,Operator 2,Machine 5,52.87,premium,23.66,13.18,false
2024-05-05,Line D,Supplier 1,evening,673,Operator 2,Machine 1,31.56,standard,61.75,21.69,false
2024-09-14,Line A,Supplier 3,night,50,Operator 5,Machine 6,18.81,premium,44.29,18.39,true
2024-02-02,Line C,Supplier 3,day,341,Operator 5,Machine 2,31.15,standard,74.13,20.48,true
2024-02-02,Line A,Supplier 3,evening,594,Operator 8,Machine 3,6.2,premium,53.2,19.49,true
2025-03-10,Line D,Supplier 4,day,645,Operator 4,Machine 6,23.62,premium,43.94,19.46,true
2024-03-10,Line A,Supplier 5,evening,678,Operator 2,Machine 1,40.48,premium,28.09,29.8,false
2024-03-28,Line B,Supplier 5,evening,574,Operator 5,Machine 4,37.76,premium,44.66,14.19,false
2024-01-10,Line B,Supplier 3,night,1099,Operator 7,Machine 4,34.16,standard,61.27,11.08,true
2024-02-06,Line C,Supplier 4,night,1098,Operator 2,Machine 5,39.37,premium,35.66,20.35,false
2025-07-08,Line B,Supplier 2,day,1479,Operator 2,Machine 2,31.66,premium,41.09,11.05,false
2024-12-19,Line C,Supplier 2,day,1164,Operator 2,Machine 2,47.49,standard,75.61,11.94,false
2025-10-17,Line D,Supplier 1,evening,915,Operator 2,Machine 3,42.88,standard,69.16,16.46,true
2025-01-17,Line D,Supplier 2,night,338,Operator 2,Machine 1,53.36,standard,61.07,17.19,true
2025-06-24,Line C,Supplier 3,night,1111,Operator 7,Machine 4,25.89,premium,74.77,18.78,false
2025-02-04,Line B,Supplier 3,evening,971,Operator 8,Machine 6,16.18,premium,43.01,18.78,false
2025-04-03,Line B,Supplier 5,day,1024,Operator 2,Machine 6,32.87,standard,65.81,17.78,false
2025-10-29,Line A,Supplier 1,evening,1210,Operator 3,Machine 3,36.85,premium,49.99,16.36,false
2025-06-22,Line C,Supplier 1,evening,652,Operator 3,Machine 2,26.33,premium,41.66,22.28,false
2024-03-03,Line C,Supplier 1,day,1048,Operator 4,Machine 4,26.3,standard,59.52,15.45,false
2025-11-30,Line A,Supplier 5,night,885,Operator 2,Machine 3,30.53,premium,24.66,33.01,false
2025-01-13,Line B,Supplier 5,night,693,Operator 8,Machine 3,47.21,premium,49.13,25.28,true
2025-09-08,Line A,Supplier 5,evening,853,Operator 8,Machine 3,39.48,premium,30.67,18.68,false
2024-11-02,Line A,Supplier 1,day,523,Operator 5,Machine 4,42.92,premium,40.25,19.63,false
2025-08-25,Line D,Supplier 5,night,327,Operator 5,Machine 3,32.75,premium,49.61,11.97,true
2025-07-10,Line D,Supplier 2,night,794,Operator 1,Machine 1,49.27,premium,53.91,25.14,true
2024-02-15,Line A,Supplier 5,evening,778,Operator 7,Machine 5,45.75,standard,50.76,24.13,false
2024-07-18,Line C,Supplier 3,night,1022,Operator 2,Machine 4,17.19,premium,39.33,17.07,true
2025-07-31,Line B,Supplier 3,day,985,Operator 5,Machine 5,25.67,premium,38.28,22.38,true
2025-08-03,Line A,Supplier 3,evening,50,Operator 6,Machine 5,51.97,standard,51.82,13.31,true
2025-11-20,Line C,Supplier 1,day,751,Operator 8,Machine 2,30.95,premium,35.66,16.5,false
2025-10-25,Line A,Supplier 3,day,1332,Operator 2,Machine 1,34.68,standard,65.24,6.65,true
2025-08-02,Line B,Supplier 1,day,592,Operator 2,Machine 3,21.54,premium,47.64,22.4,false
2025-06-02,Line B,Supplier 5,day,821,Operator 6,Machine 4,33.15,standard,60.42,20.08,false
2025-08-03,Line A,Supplier 1,night,1014,Operator 2,Machine 6,26.38,premium,49.9,10.72,true
2024-08-27,Line C,Supplier 3,day,994,Operator 2,Machine 4,11.17,premium,43.87,21.25,false
2025-01-10,Line C,Supplier 1,day,507,Operator 3,Machine 4,22.59,premium,40.51,26.23,false
2024-05-25,Line B,Supplier 4,evening,886,Operator 2,Machine 3,24.69,premium,38.45,19.49,true
2024-03-21,Line C,Supplier 3,day,644,Operator 8,Machine 6,16.33,premium,78.87,32.5,false
2024-02-17,Line A,Supplier 3,evening,594,Operator 6,Machine 5,39.92,premium,50.6,29.34,false
2025-12-29,Line A,Supplier 3,evening,1288,Operator 2,Machine 5,25.16,premium,76.75,28.38,true
2024-08-17,Line A,Supplier 2,night,1195,Operator 3,Machine 6,24.66,premium,29.87,23.83,false
2025-05-16,Line B,Supplier 5,evening,755,Operator 2,Machine 6,30.06,standard,45.04,16.18,false
2025-06-16,Line D,Supplier 2,evening,359,Operator 6,Machine 3,38.44,premium,58.44,17.97,false
2024-08-15,Line D,Supplier 1,evening,365,Operator 8,Machine 6,20.82,premium,61.72,20.87,false
2025-08-17,Line A,Supplier 5,evening,55,Operator 4,Machine 5,8.21,premium,20.0,15.62,false
2024-10-28,Line B,Supplier 3,day,1015,Operator 2,Machine 1,31.47,premium,55.87,12.08,false
2024-09-26,Line B,Supplier 4,night,716,Operator 2,Machine 6,23.18,premium,49.52,14.91,false
2024-09-16,Line B,Supplier 3,day,970,Operator 2,Machine 6,40.76,premium,37.15,22.38,true
2025-04-17,Line A,Supplier 3,night,591,Operator 6,Machine 3,18.8,standard,55.25,11.61,false
2025-10-27,Line B,Supplier 2,night,749,Operator 6,Machine 2,20.45,premium,34.19,15.43,true
2024-01-11,Line A,Supplier 3,day,410,Operator 7,Machine 3,41.78,standard,51.13,26.37,false
2024-10-09,Line D,Supplier 2,evening,696,Operator 2,Machine 1,35.66,premium,63.44,5.16,false
2025-08-20,Line A,Supplier 4,night,250,Operator 1,Machine 4,49.78,premium,59.64,26.87,false
2024-12-27,Line A,Supplier 3,night,456,Operator 1,Machine 2,34.08,standard,63.91,14.63,true
2025-07-24,Line D,Supplier 2,evening,1011,Operator 3,Machine 5,41.15,premium,64.9,26.77,true
2024-12-20,Line C,Supplier 1,evening,172,Operator 3,Machine 5,22.17,standard,54.26,15.31,false
2025-09-07,Line B,Supplier 2,night,814,Operator 2,Machine 5,21.03,premium,47.11,22.75,false
2024-03-09,Line A,Supplier 4,day,309,Operator 8,Machine 3,41.01,premium,40.41,22.85,false
2024-08-18,Line D,Supplier 1,evening,737,Operator 1,Machine 4,45.98,standard,59.16,20.11,false
2025-12-07,Line B,Supplier 1,evening,50,Operator 5,Machine 1,23.36,standard,76.63,10.27,false
2025-03-23,Line B,Supplier 1,day,611,Operator 2,Machine 6,40.34,standard,49.77,28.0,false
2024-07-24,Line D,Supplier 2,day,734,Operator 3,Machine 3,41.22,premium,30.97,25.58,false
2024-05-14,Line B,Supplier 3,day,857,Operator 4,Machine 3,42.26,premium,30.67,11.63,false
2025-10-07,Line C,Supplier 5,evening,50,Operator 8,Machine 5,38.29,premium,72.88,14.86,false
2024-01-28,Line B,Supplier 4,day,839,Operator 1,Machine 6,56.7,premium,40.26,11.78,false
2025-03-01,Line A,Supplier 5,day,864,Operator 6,Machine 6,39.43,premium,43.46,10.54,true
2024-07-02,Line D,Supplier 1,night,741,Operator 5,Machine 5,35.26,standard,64.05,25.63,true
2025-05-12,Line B,Supplier 1,night,710,Operator 5,Machine 4,35.08,premium,48.62,22.84,true
2025-10-22,Line A,Supplier 1,day,1062,Operator 2,Machine 2,5.0,premium,47.44,21.9,false
2025-08-05,Line A,Supplier 3,evening,947,Operator 2,Machine 4,34.21,standard,64.04,22.05,false
2025-10-24,Line C,Supplier 4,day,898,Operator 5,Machine 5,36.01,standard,37.66,21.02,false
2025-03-19,Line A,Supplier 2,evening,831,Operator 7,Machine 3,14.14,premium,27.4,19.65,false
2024-05-08,Line C,Supplier 3,day,966,Operator 2,Machine 2,32.52,standard,61.43,19.64,true
2024-07-16,Line B,Supplier 4,night,651,Operator 7,Machine 3,26.43,premium,20.0,15.9,false
2025-06-19,Line D,Supplier 5,evening,755,Operator 4,Machine 4,27.19,standard,50.69,20.34,false
2024-06-15,Line C,Supplier 5,evening,705,Operator 1,Machine 2,35.06,premium,39.74,21.83,false
2025-12-05,Line A,Supplier 2,day,283,Operator 5,Machine 3,51.02,premium,49.58,23.71,false
2025-04-18,Line A,Supplier 5,evening,68,Operator 3,Machine 4,28.35,standard,54.97,9.6,false
2025-11-03,Line B,Supplier 1,night,751,Operator 4,Machine 2,42.76,standard,52.55,28.59,true
2025-12-15,Line C,Supplier 3,night,50,Operator 4,Machine 5,30.47,standard,44.43,23.39,false
2024-08-21,Line C,Supplier 2,night,544,Operator 1,Machine 4,31.32,premium,38.76,11.5,false
2025-12-07,Line D,Supplier 1,night,567,Operator 3,Machine 2,37.75,premium,70.15,29.81,false
2024-03-08,Line D,Supplier 1,evening,809,Operator 4,Machine 4,39.11,premium,35.27,17.66,false
2024-08-29,Line C,Supplier 5,day,50,Operator 2,Machine 1,37.84,premium,35.89,19.6,false
2025-02-13,Line C,Supplier 1,day,123,Operator 7,Machine 3,42.99,premium,27.65,25.24,false
2024-03-23,Line D,Supplier 3,evening,673,Operator 4,Machine 4,36.65,premium,53.82,19.27,false
2024-11-11,Line D,Supplier 3,day,325,Operator 7,Machine 2,53.18,premium,58.53,12.14,false
2024-10-28,Line B,Supplier 1,night,598,Operator 2,Machine 4,29.39,premium,40.12,17.33,false
2025-03-03,Line C,Supplier 3,evening,599,Operator 7,Machine 3,64.41,standard,57.62,29.1,false
2025-06-10,Line D,Supplier 3,day,708,Operator 5,Machine 2,19.9,standard,63.61,13.19,false
2025-03-18,Line D,Supplier 3,day,339,Operator 8,Machine 5,19.74,premium,36.27,16.11,false
2024-10-16,Line A,Supplier 3,night,121,Operator 6,Machine 3,23.43,premium,34.39,23.49,true
2025-09-07,Line B,Supplier 2,day,214,Operator 2,Machine 5,38.68,standard,56.86,23.39,false
2024-11-18,Line D,Supplier 1,evening,377,Operator 2,Machine 2,26.09,standard,65.55,16.01,false
2024-11-21,Line D,Supplier 1,night,576,Operator 4,Machine 6,48.65,premium,38.65,17.28,false
2024-03-19,Line C,Supplier 3,evening,1088,Operator 2,Machine 5,40.35,premium,34.79,32.15,true
2024-08-17,Line D,Supplier 2,day,535,Operator 4,Machine 1,24.64,premium,65.39,22.72,true
2024-11-07,Line A,Supplier 2,day,601,Operator 6,Machine 1,25.94,premium,54.29,30.35,false
2024-03-29,Line A,Supplier 1,night,714,Operator 6,Machine 4,59.52,premium,51.65,7.96,false
2024-10-07,Line A,Supplier 4,day,1019,Operator 8,Machine 5,31.0,premium,33.83,11.63,false
2024-03-27,Line B,Supplier 2,day,50,Operator 3,Machine 5,22.26,premium,24.73,14.99,false
2024-03-16,Line A,Supplier 3,day,956,Operator 2,Machine 1,37.38,premium,51.49,20.56,false
2025-10-23,Line D,Supplier 2,night,450,Operator 2,Machine 6,30.82,premium,43.73,11.88,false
2025-08-02,Line A,Supplier 2,day,127,Operator 1,Machine 2,39.8,premium,51.58,23.04,true
2024-11-08,Line D,Supplier 3,evening,442,Operator 8,Machine 1,13.95,standard,57.95,16.03,false
2025-01-17,Line D,Supplier 3,day,743,Operator 8,Machine 6,9.19,premium,37.3,11.24,true
2025-12-21,Line A,Supplier 4,day,849,Operator 3,Machine 2,45.85,premium,49.8,15.76,false
2025-10-18,Line B,Supplier 1,day,540,Operator 5,Machine 6,32.83,premium,45.7,28.79,false
2025-03-22,Line A,Supplier 5,evening,1044,Operator 2,Machine 1,35.46,standard,53.1,3.37,false
2025-07-03,Line B,Supplier 5,evening,278,Operator 4,Machine 5,30.01,standard,53.36,34.13,false
2025-04-28,Line B,Supplier 3,day,728,Operator 3,Machine 3,16.58,premium,39.7,16.97,false
2025-03-29,Line C,Supplier 4,evening,581,Operator 5,Machine 4,26.89,premium,45.41,17.42,false
2024-05-10,Line C,Supplier 3,night,544,Operator 1,Machine 1,15.18,standard,67.09,32.52,true
2025-12-14,Line A,Supplier 2,night,870,Operator 2,Machine 3,66.4,standard,76.68,26.4,false
2025-10-13,Line A,Supplier 4,day,1012,Operator 2,Machine 1,20.65,premium,30.51,36.19,false
2025-10-31,Line A,Supplier 5,day,590,Operator 6,Machine 5,55.89,premium,40.51,23.1,false
2025-07-07,Line C,Supplier 4,night,729,Operator 1,Machine 4,30.91,premium,69.58,18.08,false
2025-02-16,Line C,Supplier 5,day,533,Operator 8,Machine 3,30.65,standard,56.12,1.03,false
2024-02-10,Line D,Supplier 1,day,1309,Operator 1,Machine 3,28.8,premium,29.82,17.22,false
2025-09-02,Line D,Supplier 1,night,553,Operator 2,Machine 6,32.05,premium,32.24,18.06,false
2025-03-09,Line D,Supplier 3,night,50,Operator 2,Machine 5,20.22,standard,38.72,21.86,false
2024-01-13,Line B,Supplier 2,day,490,Operator 5,Machine 4,24.35,premium,44.7,25.8,false
2025-09-09,Line B,Supplier 5,night,872,Operator 5,Machine 6,53.75,premium,58.33,19.06,true
2024-03-26,Line B,Supplier 1,night,871,Operator 7,Machine 3,15.55,premium,46.77,34.17,false
2025-02-11,Line B,Supplier 5,evening,869,Operator 5,Machine 3,25.52,standard,55.89,16.84,false
2025-11-13,Line A,Supplier 3,evening,737,Operator 8,Machine 5,18.28,standard,56.51,29.21,false
2025-06-20,Line C,Supplier 1,day,729,Operator 4,Machine 4,28.71,premium,61.98,18.74,false
2024-12-03,Line C,Supplier 5,night,425,Operator 6,Machine 3,50.96,premium,44.88,29.48,false
2024-09-15,Line B,Supplier 2,evening,747,Operator 7,Machine 4,29.86,premium,65.89,14.99,true
2025-01-12,Line B,Supplier 4,night,722,Operator 3,Machine 2,33.32,premium,55.23,20.99,true
2024-07-02,Line C,Supplier 2,night,442,Operator 3,Machine 4,41.81,premium,79.46,19.33,true
2024-12-19,Line C,Supplier 5,night,375,Operator 6,Machine 6,35.85,premium,37.17,23.48,false
2025-08-23,Line B,Supplier 1,night,1053,Operator 2,Machine 3,29.83,premium,31.31,15.34,false
2025-11-13,Line D,Supplier 1,day,458,Operator 8,Machine 3,25.03,standard,62.69,25.36,false
2025-05-27,Line C,Supplier 5,day,1243,Operator 7,Machine 4,32.13,premium,20.0,24.37,false
2025-11-28,Line B,Supplier 3,night,488,Operator 5,Machine 5,17.07,premium,41.0,23.85,true
2025-05-01,Line B,Supplier 5,day,570,Operator 8,Machine 1,45.84,premium,60.86,19.03,false
2024-11-05,Line A,Supplier 1,day,304,Operator 3,Machine 2,34.62,standard,65.06,26.17,true
2024-03-29,Line C,Supplier 2,day,789,Operator 5,Machine 6,52.57,premium,44.34,17.28,false
2024-03-12,Line A,Supplier 4,evening,227,Operator 8,Machine 5,34.31,premium,47.36,24.11,false
2025-02-09,Line D,Supplier 4,night,907,Operator 2,Machine 2,40.28,premium,37.94,34.23,false
2024-03-03,Line D,Supplier 2,day,549,Operator 3,Machine 2,31.33,standard,37.7,12.23,false
2025-03-04,Line D,Supplier 5,evening,375,Operator 3,Machine 5,33.62,premium,46.47,14.23,false
2024-08-02,Line A,Supplier 1,evening,462,Operator 1,Machine 5,23.92,standard,52.9,14.75,false
2025-09-03,Line B,Supplier 2,evening,836,Operator 3,Machine 3,27.59,premium,38.13,27.12,true
2024-10-08,Line C,Supplier 4,night,165,Operator 5,Machine 5,37.06,premium,42.51,22.48,true
2025-04-22,Line B,Supplier 4,night,373,Operator 8,Machine 2,50.09,premium,39.96,16.94,true
2024-04-22,Line A,Supplier 2,evening,427,Operator 7,Machine 6,36.21,standard,57.4,15.27,false
2024-06-28,Line A,Supplier 2,day,789,Operator 6,Machine 4,32.78,standard,61.63,16.98,false
2024-09-29,Line B,Supplier 3,night,586,Operator 4,Machine 3,23.39,premium,39.88,17.14,false
2024-03-28,Line B,Supplier 3,evening,796,Operator 7,Machine 4,39.2,premium,47.26,30.33,false
2024-01-19,Line D,Supplier 2,day,1127,Operator 3,Machine 6,31.45,premium,47.08,25.48,false
2025-01-17,Line C,Supplier 2,night,1134,Operator 2,Machine 6,60.31,premium,47.78,18.32,true
2025-03-16,Line C,Supplier 3,night,347,Operator 2,Machine 2,27.51,premium,47.71,20.68,false
2025-06-21,Line D,Supplier 2,night,1009,Operator 2,Machine 1,32.72,premium,49.21,30.0,false
2024-12-15,Line A,Supplier 3,night,557,Operator 1,Machine 3,6.52,premium,20.0,22.75,true
2025-01-05,Line A,Supplier 2,night,359,Operator 2,Machine 2,15.82,premium,52.44,10.41,true
2024-07-19,Line A,Supplier 1,day,532,Operator 2,Machine 5,30.57,standard,51.34,18.13,false
2025-07-14,Line C,Supplier 3,night,762,Operator 5,Machine 2,15.5,premium,44.0,14.58,false
2024-07-23,Line D,Supplier 5,evening,50,Operator 8,Machine 5,38.72,standard,63.66,22.91,false
2024-01-09,Line A,Supplier 3,night,360,Operator 3,Machine 3,18.37,standard,61.2,14.51,false
2025-03-08,Line A,Supplier 3,night,444,Operator 3,Machine 3,42.5,premium,40.12,29.24,false
2025-07-16,Line D,Supplier 3,evening,742,Operator 8,Machine 1,15.02,premium,52.0,20.85,false
2025-07-13,Line C,Supplier 3,evening,88,Operator 7,Machine 5,18.23,standard,66.35,16.86,false
2024-11-13,Line B,Supplier 2,day,730,Operator 5,Machine 5,24.31,premium,25.54,23.71,false
2025-12-06,Line B,Supplier 3,evening,251,Operator 3,Machine 3,29.27,premium,38.99,27.71,false
2025-09-16,Line C,Supplier 1,night,782,Operator 3,Machine 5,41.74,premium,35.08,27.1,false
2025-06-28,Line D,Supplier 4,night,826,Operator 4,Machine 3,37.77,premium,61.31,20.9,false
2025-08-03,Line B,Supplier 4,day,584,Operator 6,Machine 3,43.27,standard,65.92,23.0,false
2025-06-11,Line B,Supplier 3,day,1283,Operator 7,Machine 6,56.72,premium,47.93,14.26,false
2025-10-27,Line B,Supplier 1,night,774,Operator 2,Machine 3,22.07,premium,46.39,12.82,true
2025-11-29,Line D,Supplier 3,day,364,Operator 7,Machine 6,7.49,premium,42.54,18.47,false
2024-09-11,Line A,Supplier 3,evening,870,Operator 2,Machine 4,36.88,standard,67.53,26.14,false
2025-08-27,Line A,Supplier 5,night,265,Operator 1,Machine 5,29.09,premium,40.04,21.95,true
2024-03-08,Line C,Supplier 4,evening,710,Operator 2,Machine 2,38.21,standard,68.02,29.19,false
2024-06-09,Line C,Supplier 4,night,708,Operator 2,Machine 1,17.9,standard,56.08,31.3,false
2024-12-02,Line A,Supplier 3,day,633,Operator 7,Machine 2,14.79,premium,53.89,23.29,false
2024-10-24,Line C,Supplier 5,day,1222,Operator 2,Machine 1,36.64,premium,24.76,23.24,true
2024-01-09,Line B,Supplier 3,night,407,Operator 1,Machine 6,12.32,premium,60.35,20.23,false
2025-04-01,Line D,Supplier 3,day,471,Operator 5,Machine 3,45.3,premium,33.18,12.94,false
2025-02-12,Line A,Supplier 5,day,330,Operator 3,Machine 3,24.38,premium,20.0,19.96,true
2024-06-20,Line D,Supplier 4,day,384,Operator 5,Machine 5,21.5,premium,43.28,27.74,true
2025-12-28,Line C,Supplier 4,evening,699,Operator 2,Machine 4,51.02,premium,20.0,22.36,true
2025-12-14,Line B,Supplier 3,evening,396,Operator 6,Machine 2,25.25,premium,28.31,23.15,false
2025-08-26,Line B,Supplier 3,day,207,Operator 1,Machine 5,23.88,premium,29.73,6.51,false
2024-11-26,Line A,Supplier 4,day,729,Operator 7,Machine 4,28.05,premium,36.52,38.94,false
2024-03-08,Line A,Supplier 2,day,50,Operator 2,Machine 5,22.11,standard,59.99,19.17,false
2025-01-04,Line C,Supplier 5,evening,501,Operator 8,Machine 1,36.36,premium,50.9,13.63,true
2025-05-16,Line B,Supplier 2,day,50,Operator 3,Machine 5,21.18,premium,53.22,17.62,false
2025-06-07,Line C,Supplier 2,night,130,Operator 4,Machine 5,41.07,premium,54.04,29.48,false
2025-04-02,Line A,Supplier 5,evening,701,Operator 7,Machine 6,33.67,premium,47.82,18.46,false
2025-04-22,Line A,Supplier 4,night,925,Operator 2,Machine 5,21.34,premium,54.89,24.96,false
2024-10-08,Line B,Supplier 5,night,400,Operator 1,Machine 3,30.69,premium,20.76,23.25,false
2024-08-27,Line B,Supplier 5,evening,1166,Operator 3,Machine 5,28.12,premium,43.79,21.49,false
2025-12-06,Line A,Supplier 3,day,867,Operator 1,Machine 6,38.41,premium,40.75,22.02,false
2024-06-25,Line A,Supplier 2,night,720,Operator 8,Machine 5,20.2,standard,50.64,14.13,false
2025-08-17,Line D,Supplier 2,evening,677,Operator 5,Machine 2,27.09,premium,37.37,8.56,false
2024-08-14,Line D,Supplier 5,day,688,Operator 2,Machine 3,44.2,premium,31.48,3.91,false
2025-02-05,Line A,Supplier 1,evening,984,Operator 2,Machine 5,31.47,premium,35.25,11.97,false
2024-11-04,Line B,Supplier 4,evening,538,Operator 1,Machine 1,29.27,premium,32.67,19.55,false
2024-01-28,Line B,Supplier 1,night,595,Operator 1,Machine 1,21.23,premium,44.27,10.04,false
2025-12-27,Line A,Supplier 5,evening,459,Operator 7,Machine 5,16.95,premium,65.29,20.37,true
2025-07-04,Line D,Supplier 3,night,608,Operator 7,Machine 6,19.86,standard,67.21,9.09,false
2025-03-13,Line C,Supplier 1,evening,260,Operator 5,Machine 4,63.13,standard,51.47,21.96,false
2025-03-18,Line A,Supplier 1,day,724,Operator 5,Machine 2,34.66,standard,47.18,17.59,false
2025-09-07,Line B,Supplier 5,day,863,Operator 8,Machine 4,20.37,premium,42.41,18.42,false
2025-11-13,Line C,Supplier 1,day,536,Operator 5,Machine 1,46.13,premium,27.77,16.19,false
2024-08-11,Line A,Supplier 2,day,663,Operator 8,Machine 4,40.79,standard,67.9,7.54,false
2025-08-11,Line D,Supplier 4,day,648,Operator 7,Machine 2,39.79,premium,27.88,23.91,false
2024-03-20,Line C,Supplier 2,evening,824,Operator 1,Machine 2,23.42,premium,44.52,18.24,true
2025-10-26,Line C,Supplier 5,day,861,Operator 8,Machine 2,37.11,standard,57.68,29.48,true
2025-01-23,Line B,Supplier 3,day,557,Operator 7,Machine 4,22.97,premium,24.57,4.36,true
2025-10-01,Line B,Supplier 4,night,718,Operator 7,Machine 3,30.66,standard,53.26,9.31,false
2025-11-19,Line B,Supplier 1,night,853,Operator 6,Machine 3,29.58,standard,53.66,17.35,false
2024-10-27,Line D,Supplier 5,day,173,Operator 8,Machine 5,37.53,premium,60.64,20.39,false
2025-12-01,Line A,Supplier 4,day,211,Operator 3,Machine 5,30.26,premium,27.09,32.55,false
2024-10-27,Line B,Supplier 4,day,269,Operator 7,Machine 5,30.82,premium,25.54,25.62,false
2025-06-02,Line D,Supplier 2,day,471,Operator 7,Machine 1,16.02,premium,48.86,22.75,false
2024-11-05,Line B,Supplier 3,night,312,Operator 2,Machine 1,31.64,standard,54.59,27.37,false
2024-09-27,Line D,Supplier 1,evening,926,Operator 2,Machine 4,21.36,standard,58.84,27.59,false
